Date,Time,Temperature,Humidity,Wind Speed,Weather Condition
2024-11-26,20:33:13,14.7,27,7.2,Clear
2024-11-26,20:33:13,14.7,27,7.2,Clear
2024-11-26,20:33:13,14.7,27,7.2,Clear
2024-11-26,20:33:14,14.7,27,7.2,Clear
2024-11-26,20:33:14,14.7,27,7.2,Clear
