Date,Time,Temperature,Humidity,Wind Speed,Weather Condition
2024-11-26,20:33:13,0.0,27,0.0,Clear
2024-11-26,20:33:13,0.0,27,0.0,Clear
2024-11-26,20:33:13,0.0,27,0.0,Clear
2024-11-26,20:33:14,0.0,27,0.0,Clear
2024-11-26,20:33:14,0.0,27,0.0,Clear
